116.22,40.292
116.23,40.217
116.4,39.982
116.46,39.937
116.4,39.718
116.42,39.929
116.41,39.886
116.48,39.939
116.14,39.742
116.28,39.863
116.15,39.824
116.17,40.09
116.21,40.002
116.29,39.987
116.63,40.328
116.91,40.499
117.12,40.1
116.78,39.712
116.3,39.52
115.99,40.365
116,39.58
116.11,39.937
116.83,40.37
116.37,39.856
117.1,40.143
116.39,39.899
116.18,39.914
116.66,40.127
116.66,39.886
116.34,39.929
116.35,39.878
116.35,39.954
115.97,40.453
116.51,39.795
116.39,39.876
