0.14,0.19333,0.27,0.026667,0.156,0.144,0.5,0.3,0.95278,0.2,0,0.29237,0.9563,0
0.14,0.19333,0.29,0.026667,0.154,0.148,0.52,0.28,0.98056,0.4,0,0.12187,0.99255,0
0.13,0.18667,0.28333,0.026667,0.168,0.14,0.52,0.28,0.99444,0.4,0,0.034899,0.99939,0
0.11,0.17,0.24333,0.026667,0.162,0.122,0.5,0.29,0.041667,0.2,0.25882,0,0.96593,0
0.11,0.11667,0.20333,0.03,0.132,0.108,0.5,0.29,0.025,0.2,0.15643,0,0.98769,0
0.11,0.11667,0.2,0.076667,0.11,0.094,0.5,0.3,0.95,0.2,0,0.30902,0.95106,0
0.12,0.10333,0.16667,0.096667,0.09,0.076,0.48,0.31,0.96944,0.2,0,0.19081,0.98163,0
0.07,0.096667,0.1,0.12,0.08,0.058,0.48,0.3,0.0055556,0.2,0.034899,0,0.99939,0
0.07,0.1,0.08,0.12333,0.082,0.056,0.5,0.29,0.025,0.2,0.15643,0,0.98769,0
0.07,0.083333,0.086667,0.11667,0.094,0.054,0.54,0.26,0.98333,0.2,0,0.10453,0.99452,0
0.07,0.07,0.10333,0.13,0.078,0.052,0.6,0.22,0.11389,0.2,0.65606,0,0.75471,0
0.07,0.056667,0.09,0.16,0.07,0.052,0.62,0.2,0.058333,0.2,0.35837,0,0.93358,0
0.05,0.063333,0.13,0.19,0.064,0.052,0.66,0.19,0.90833,0.2,0,0.54464,0.83867,0
0.04,0.053333,0.063333,0.18333,0.06,0.044,0.66,0.17,0.875,0.6,0,0.70711,0.70711,0
0.04,0.05,0.04,0.21667,0.078,0.04,0.66,0.16,0.88611,0.6,0,0.65606,0.75471,0
0.04,0.05,0.036667,0.24,0.07,0.038,0.66,0.16,0.88889,0.6,0,0.64279,0.76604,0
0.05,0.07,0.07,0.24,0.074,0.048,0.66,0.16,0.90556,0.4,0,0.55919,0.82904,0
0.06,0.076667,0.046667,0.22,0.078,0.058,0.62,0.2,0.92778,0.4,0,0.43837,0.89879,0
0.06,0.096667,0.046667,0.20333,0.092,0.066,0.62,0.21,0.88889,0.4,0,0.64279,0.76604,0
0.07,0.12,0.09,0.16333,0.104,0.07,0.6,0.21,0.84167,0.4,0,0.83867,0.54464,0
0.11,0.18667,0.12333,0.12333,0.11,0.098,0.52,0.28,0.89444,0.2,0,0.61566,0.78801,0
