0.09,0.23667,0.27667,0.023333,0.188,0.128,0.5,0.3,0.95278,0.2,0,0.29237,0.9563,0
0.1,0.25,0.30333,0.016667,0.214,0.154,0.52,0.28,0.98056,0.4,0,0.12187,0.99255,0
0.11,0.26333,0.38,0.0033333,0.228,0.142,0.52,0.28,0.99444,0.4,0,0.034899,0.99939,0
0.1,0.22333,0.29667,0.01,0.21,0.126,0.5,0.29,0.041667,0.2,0.25882,0,0.96593,0
0.09,0.17667,0.25,0.026667,0.186,0.104,0.5,0.29,0.025,0.2,0.15643,0,0.98769,0
0.07,0.13333,0.19333,0.056667,0.146,0.086,0.5,0.3,0.95,0.2,0,0.30902,0.95106,0
0.05,0.093333,0.13,0.086667,0.118,0.06,0.48,0.31,0.96944,0.2,0,0.19081,0.98163,0
0.04,0.073333,0.10667,0.12,0.102,0.048,0.48,0.3,0.0055556,0.2,0.034899,0,0.99939,0
0.04,0.066667,0.09,0.14,0.102,0.044,0.5,0.29,0.025,0.2,0.15643,0,0.98769,0
0.04,0.066667,0.09,0.14667,0.102,0.044,0.54,0.26,0.98333,0.2,0,0.10453,0.99452,0
0.04,0.05,0.1,0.16,0.098,0.044,0.6,0.22,0.11389,0.2,0.65606,0,0.75471,0
0.03,0.036667,0.06,0.17333,0.094,0.044,0.62,0.2,0.058333,0.2,0.35837,0,0.93358,0
0.03,0.036667,0.06,0.18667,0.084,0.042,0.66,0.19,0.90833,0.2,0,0.54464,0.83867,0
0.03,0.033333,0.063333,0.20667,0.076,0.048,0.66,0.17,0.875,0.6,0,0.70711,0.70711,0
0.04,0.043333,0.076667,0.22,0.08,0.048,0.66,0.16,0.88611,0.6,0,0.65606,0.75471,0
0.03,0.046667,0.066667,0.22,0.094,0.046,0.66,0.16,0.88889,0.6,0,0.64279,0.76604,0
0.03,0.053333,0.056667,0.22667,0.102,0.062,0.66,0.16,0.90556,0.4,0,0.55919,0.82904,0
0.05,0.063333,0.05,0.21667,0.086,0.046,0.62,0.2,0.92778,0.4,0,0.43837,0.89879,0
0.06,0.073333,0.06,0.20667,0.108,0.062,0.62,0.21,0.88889,0.4,0,0.64279,0.76604,0
0.13,0.14,0.10333,0.18333,0.162,0.11,0.6,0.21,0.84167,0.4,0,0.83867,0.54464,0
0.07,0.086667,0.086667,0.11333,0.108,0.082,0.52,0.28,0.89444,0.2,0,0.61566,0.78801,0
0.07,0.086667,0.086667,0.13,0.108,0.082,0.52,0.28,0.0055556,0.2,0.034899,0,0.99939,0
0.13,0.17,0.15667,0.10333,0.148,0.12,0.52,0.28,0.79167,0.4,0,0.96593,0.25882,0
0.05,0.15333,0.12333,0.06,0.12,0.082,0.52,0.3,0.84722,0.2,0,0.81915,0.57358,0
0.06,0.15,0.13333,0.063333,0.13,0.092,0.52,0.29,0.91111,0.2,0,0.52992,0.84805,0
0.06,0.15,0.16333,0.066667,0.138,0.094,0.54,0.27,0.036111,0.2,0.22495,0,0.97437,0
0.08,0.17333,0.18,0.066667,0.142,0.1,0.56,0.26,0.027778,0.2,0.17365,0,0.98481,0
0.08,0.17333,0.18,0.043333,0.142,0.1,0.56,0.26,0.93889,0.2,0,0.37461,0.92718,0
0.07,0.19333,0.24333,0.043333,0.154,0.098,0.52,0.29,0.53611,0.4,0,0.22495,0,0.97437
0.07,0.19333,0.24333,0.033333,0.154,0.098,0.52,0.29,0.85833,0.4,0,0.77715,0.62932,0
0.08,0.21667,0.25333,0.016667,0.16,0.108,0.52,0.28,0.11111,0.4,0.64279,0,0.76604,0
0.07,0.20333,0.22667,0.016667,0.144,0.092,0.52,0.29,0.016667,0.4,0.10453,0,0.99452,0
0.07,0.2,0.23333,0.026667,0.142,0.096,0.52,0.28,0.99722,0.4,0,0.017452,0.99985,0
0.07,0.16333,0.22667,0.03,0.13,0.088,0.56,0.26,0.0083333,0.4,0.052336,0,0.99863,0
0.06,0.13333,0.20333,0.066667,0.122,0.088,0.62,0.22,0.88889,0.6,0,0.64279,0.76604,0
0.06,0.13,0.20667,0.096667,0.106,0.084,0.64,0.21,0.10556,0.2,0.61566,0,0.78801,0
0.06,0.13,0.20667,0.10333,0.106,0.084,0.66,0.2,0.91944,0.2,0,0.48481,0.87462,0
